Id, Label
676, 1
677, 1
678, 1
679, 1
680, 1
681, 0
682, 1
683, 1
684, 1
685, 1
686, 1
687, 1
688, 1
689, 1
690, 1
691, 1
692, 1
693, 0
694, 0
695, 0
696, 0
697, 0
698, 1
699, 0
700, 0
701, 1
702, 1
703, 0
704, 1
705, 1
706, 1
707, 1
708, 1
709, 0
710, 1
711, 0
712, 1
713, 1
714, 1
715, 1
716, 1
717, 1
718, 0
719, 0
720, 0
721, 0
722, 0
723, 0
724, 0
725, 0
726, 1
727, 1
728, 0
729, 0
730, 1
731, 1
732, 1
733, 1
734, 1
735, 0
736, 1
737, 0
738, 0
739, 1
740, 0
741, 1
742, 1
743, 1
744, 0
745, 0
746, 1
747, 1
748, 0
749, 0
750, 0
751, 0
752, 0
753, 0
754, 1
755, 1
756, 1
757, 0
758, 0
759, 1
760, 0
761, 1
762, 1
763, 1
764, 1
765, 1
766, 0
767, 1
768, 0
769, 1
770, 0
771, 0
772, 0
773, 0
774, 1
775, 1
776, 1
777, 1
778, 1
779, 0
780, 0
781, 0
782, 0
783, 1
784, 1
785, 0
786, 0
787, 0
788, 0
789, 1
790, 0
791, 0
792, 0
793, 1
794, 1
795, 0
796, 1
797, 0
798, 0
799, 1
800, 0
801, 1
802, 1
803, 1
804, 0
805, 0
806, 1
807, 1
808, 0
809, 1
810, 0
811, 0
812, 0
813, 0
814, 1
815, 0
816, 0
817, 1
818, 0
819, 0
820, 0
821, 0
822, 0
823, 0
824, 1
825, 1
826, 1
827, 1
828, 0
829, 1
830, 0
831, 1
832, 1
833, 1
834, 1
835, 1
836, 1
837, 1
838, 0
839, 0
840, 1
841, 1
842, 0
843, 1
844, 0
845, 0
846, 1
847, 1
848, 1
849, 0
850, 0
851, 1
852, 0
853, 0
854, 0
855, 1
856, 1
857, 0
858, 1
859, 1
860, 1
861, 1
862, 0
863, 1
864, 0
865, 0
866, 1
867, 0
868, 1
869, 1
870, 1
871, 1
872, 1
873, 1
874, 1
875, 1
876, 0
877, 1
878, 1
879, 1
880, 1
881, 0
882, 1
883, 1
884, 0
885, 1
886, 1
887, 1
888, 0
889, 1
890, 1
891, 0
892, 1
893, 0
894, 1
895, 1
896, 0
897, 1
898, 1
899, 0
900, 1
901, 1
902, 1
903, 0
904, 0
905, 1
906, 1
907, 1
908, 0
909, 1
910, 1
911, 1
912, 0
913, 1
914, 0
915, 1
916, 0
917, 1
918, 0
919, 1
920, 1
921, 1
922, 1
923, 0
924, 1
925, 1
926, 1
927, 1
928, 1
929, 0
930, 0
931, 0
932, 0
933, 0
934, 0
935, 0
936, 0
937, 0
938, 1
939, 0
940, 0
941, 0
942, 0
943, 0
944, 0
945, 1
946, 1
947, 1
948, 1
949, 1
950, 1
951, 1
952, 1
953, 1
954, 1
955, 1
956, 0
957, 0
958, 0
959, 1
960, 0
961, 0
962, 1
963, 1
964, 1
965, 0
966, 1
967, 1
968, 1
969, 0
970, 0
971, 1
972, 0
973, 0
974, 1
975, 0
976, 0
977, 1
978, 0
979, 0
980, 1
981, 0
982, 1
983, 0
984, 1
985, 1
986, 1
987, 1
988, 0
989, 0
990, 0
991, 1
992, 0
993, 0
994, 1
995, 0
996, 0
997, 1
998, 1
999, 1
1000, 0
1001, 0
1002, 1
1003, 0
1004, 0
1005, 1
1006, 0
1007, 1
1008, 1
1009, 1
1010, 1
1011, 0
1012, 0
1013, 1
1014, 1
1015, 1
1016, 1
1017, 1
1018, 1
1019, 0
1020, 1
1021, 1
1022, 0
1023, 1
1024, 1
1025, 1
1026, 1
1027, 0
1028, 1
1029, 1
1030, 1
1031, 1
1032, 1
1033, 1
1034, 1
1035, 0
1036, 0
1037, 1
1038, 1
1039, 1
1040, 1
1041, 1
1042, 1
1043, 0
1044, 0
1045, 1
1046, 1
1047, 1
1048, 1
1049, 0
1050, 1
1051, 1
1052, 0
1053, 0
1054, 1
1055, 1
1056, 1
1057, 1
1058, 1
1059, 0
1060, 0
1061, 0
1062, 1
1063, 1
1064, 1
1065, 0
1066, 1
1067, 0
1068, 1
1069, 1
1070, 0
1071, 1
1072, 1
1073, 1
1074, 1
1075, 0
1076, 1
1077, 0
1078, 1
1079, 1
1080, 1
1081, 1
1082, 0
1083, 0
1084, 1
1085, 1
1086, 0
1087, 1
1088, 1
1089, 1
1090, 0
1091, 0
1092, 1
1093, 1
1094, 1
1095, 1
1096, 1
1097, 1
1098, 0
1099, 1
1100, 0
1101, 1
1102, 0
1103, 1
1104, 0
1105, 1
1106, 0
1107, 0
1108, 1
1109, 1
1110, 1
1111, 0
1112, 0
1113, 0
1114, 1
1115, 1
1116, 1
1117, 1
1118, 1
1119, 1
1120, 1
1121, 1
1122, 1
1123, 1
1124, 1
1125, 0
1126, 1
1127, 0
1128, 1
1129, 1
1130, 1
1131, 0
1132, 0
1133, 0
1134, 1
1135, 0
1136, 1
1137, 1
1138, 0
1139, 0
1140, 1
1141, 1
1142, 1
1143, 1
1144, 0
1145, 1
1146, 0
1147, 0
1148, 1
1149, 1
1150, 1
1151, 1
1152, 1
1153, 0
1154, 0
1155, 0
1156, 1
1157, 0
1158, 1
1159, 1
1160, 1
1161, 1
1162, 1
1163, 1
1164, 1
1165, 0
1166, 1
1167, 1
1168, 0
1169, 1
1170, 0
1171, 1
1172, 0
1173, 1
1174, 1
1175, 0
1176, 1
1177, 1
1178, 1
1179, 0
1180, 1
1181, 1
1182, 0
1183, 0
1184, 0
1185, 0
1186, 1
1187, 1
1188, 1
1189, 1
1190, 0
1191, 1
1192, 0
1193, 1
1194, 1
1195, 1
1196, 0
1197, 1
1198, 0
1199, 1
1200, 1
1201, 1
1202, 0
1203, 1
1204, 0
1205, 0
1206, 0
1207, 1
1208, 1
1209, 0
1210, 0
1211, 0
1212, 1
1213, 0
1214, 0
1215, 0
1216, 0
1217, 1
1218, 1
1219, 1
1220, 1
1221, 1
1222, 0
1223, 1
1224, 0
1225, 0
1226, 1
1227, 1
1228, 0
1229, 1
1230, 0
1231, 1
1232, 1
1233, 1
1234, 0
1235, 1
1236, 1
1237, 1
1238, 0
1239, 1
1240, 0
1241, 0
1242, 0
1243, 0
1244, 0
1245, 0
1246, 0
1247, 1
1248, 0
1249, 0
1250, 0
1251, 1
1252, 1
1253, 0
1254, 0
1255, 1
1256, 0
1257, 0
1258, 0
1259, 0
1260, 1
1261, 1
1262, 0
1263, 0
1264, 1
1265, 1
1266, 1
1267, 1
1268, 1
1269, 1
1270, 1
1271, 1
1272, 1
1273, 1
1274, 1
1275, 1
1276, 1
1277, 1
1278, 1
1279, 1
1280, 1
1281, 1
1282, 1
1283, 1
1284, 1
1285, 1
1286, 0
1287, 0
1288, 0
1289, 1
1290, 1
1291, 1
1292, 1
1293, 1
1294, 1
1295, 1
1296, 1
1297, 0
1298, 0
1299, 1
1300, 1
1301, 1
1302, 1
1303, 1
1304, 1
1305, 1
1306, 1
1307, 0
1308, 1
1309, 1
1310, 1
1311, 1
1312, 1
1313, 1
1314, 1
1315, 0
1316, 0
1317, 0
1318, 1
1319, 0
1320, 1
1321, 0
1322, 0
1323, 1
1324, 0
1325, 0
1326, 1
1327, 0
1328, 0
1329, 0
1330, 1
1331, 0
1332, 0
1333, 0
1334, 0
1335, 1
1336, 1
1337, 1
1338, 1
1339, 0
1340, 0
1341, 1
1342, 0
1343, 1
1344, 1
1345, 1
1346, 1
1347, 0
1348, 1
1349, 1
1350, 0
1351, 1
1352, 1
1353, 1
1354, 0
1355, 1
1356, 1
1357, 1
1358, 0
1359, 0
1360, 0
1361, 0
1362, 0
1363, 0
1364, 0
1365, 1
1366, 0
1367, 0
1368, 1
1369, 1
1370, 1
1371, 1
1372, 1
1373, 1
1374, 1
1375, 0
1376, 0
1377, 1
1378, 1
1379, 1
1380, 1
1381, 1
1382, 1
1383, 1
1384, 0
1385, 1
1386, 1
1387, 0
1388, 0
1389, 1
1390, 0
1391, 1
1392, 1
1393, 1
1394, 1
1395, 1
1396, 0
1397, 1
1398, 1
1399, 1
1400, 1
1401, 0
1402, 1
1403, 1
1404, 1
1405, 0
1406, 1
1407, 1
1408, 1
1409, 1
1410, 1
1411, 0
1412, 0
1413, 1
1414, 1
1415, 1
1416, 1
1417, 1
1418, 1
1419, 1
1420, 1
1421, 0
1422, 0
1423, 1
1424, 0
1425, 1
1426, 1
1427, 1
1428, 0
1429, 1
1430, 1
1431, 1
1432, 0
1433, 1
1434, 1
1435, 0
1436, 0
1437, 1
1438, 0
1439, 0
1440, 1
1441, 0
1442, 0
1443, 1
1444, 1
1445, 1
1446, 1
1447, 1
1448, 0
1449, 1
1450, 1
1451, 1
1452, 1
1453, 1
1454, 0
1455, 1
1456, 0
1457, 1
1458, 1
1459, 1
1460, 1
1461, 1
1462, 0
1463, 1
1464, 1
1465, 0
1466, 0
1467, 0
1468, 1
1469, 1
1470, 1
1471, 1
1472, 1
1473, 0
1474, 1
1475, 1
1476, 1
1477, 1
1478, 1
1479, 0
1480, 1
1481, 1
1482, 1
1483, 0
1484, 0
1485, 0
1486, 1
1487, 1
1488, 1
1489, 0
1490, 0
1491, 0
1492, 1
1493, 1
1494, 1
1495, 0
1496, 0
1497, 1
1498, 1
1499, 1
1500, 1
1501, 1
1502, 0
1503, 0
1504, 0
1505, 1
1506, 1
1507, 1
1508, 1
1509, 1
1510, 1
1511, 1
1512, 1
1513, 1
1514, 0
1515, 1
1516, 1
1517, 1
1518, 0
1519, 0
1520, 1
1521, 0
1522, 1
1523, 1
1524, 1
1525, 1
1526, 1
1527, 1
1528, 0
1529, 0
1530, 0
1531, 1
1532, 0
1533, 1
1534, 1
1535, 1
1536, 1
1537, 1
1538, 0
1539, 1
1540, 1
1541, 1
1542, 1
1543, 1
1544, 1
1545, 1
1546, 1
1547, 1
1548, 1
1549, 1
1550, 1
1551, 1
1552, 1
1553, 1
1554, 1
1555, 0
1556, 1
1557, 0
1558, 0
1559, 0
1560, 1
1561, 1
1562, 0
1563, 1
1564, 1
1565, 1
1566, 0
1567, 0
1568, 0
1569, 1
1570, 0
1571, 1
1572, 1
1573, 1
1574, 1
1575, 0
1576, 1
1577, 0
1578, 1
1579, 0
1580, 1
1581, 0
1582, 1
1583, 1
1584, 1
1585, 1
1586, 1
1587, 0
1588, 0
1589, 0
1590, 0
1591, 1
1592, 0
1593, 1
1594, 0
1595, 1
1596, 1
1597, 0
1598, 1
1599, 1
1600, 1
1601, 1
1602, 1
1603, 1
1604, 1
1605, 0
1606, 1
1607, 0
1608, 0
1609, 0
1610, 0
1611, 1
1612, 1
1613, 0
1614, 1
1615, 0
1616, 0
1617, 0
1618, 1
1619, 1
1620, 1
1621, 1
1622, 0
1623, 1
1624, 1
1625, 0
1626, 1
1627, 0
1628, 0
1629, 1
1630, 1
1631, 1
1632, 1
1633, 1
1634, 0
1635, 1
1636, 0
1637, 1
1638, 0
1639, 0
1640, 0
1641, 0
1642, 0
1643, 1
1644, 1
1645, 0
1646, 1
1647, 1
1648, 0
1649, 1
1650, 1
1651, 0
1652, 1
1653, 0
1654, 1
1655, 0
1656, 0
1657, 0
1658, 0
1659, 0
1660, 1
1661, 0
1662, 0
1663, 0
1664, 1
1665, 0
1666, 0
1667, 1
1668, 1
1669, 0
1670, 0
1671, 0
1672, 1
1673, 1
1674, 1
1675, 1
1676, 0
1677, 0
1678, 1
1679, 1
1680, 1
1681, 1
1682, 0
1683, 0
1684, 1
1685, 1
1686, 0
1687, 1
1688, 0
1689, 1
1690, 0
1691, 1
1692, 1
1693, 1
1694, 0
1695, 1
1696, 1
1697, 1
1698, 1
1699, 0
1700, 1
1701, 1
1702, 1
1703, 0
1704, 1
1705, 1
1706, 0
1707, 0
1708, 1
1709, 1
1710, 0
1711, 1
1712, 1
1713, 0
1714, 0
1715, 1
1716, 0
1717, 0
1718, 1
1719, 0
1720, 1
1721, 0
1722, 1
1723, 0
1724, 0
1725, 0
1726, 0
1727, 1
1728, 0
1729, 1
1730, 0
1731, 1
1732, 1
1733, 0
1734, 0
1735, 0
1736, 0
1737, 1
1738, 1
1739, 0
1740, 1
1741, 1
1742, 0
1743, 1
1744, 1
1745, 1
1746, 1
1747, 0
1748, 1
1749, 1
1750, 0
1751, 0
1752, 1
1753, 1
1754, 1
1755, 0
1756, 1
1757, 1
1758, 1
1759, 1
1760, 1
1761, 0
1762, 0
1763, 1
1764, 1
1765, 0
1766, 0
1767, 0
1768, 0
1769, 0
1770, 1
1771, 0
1772, 0
1773, 0
1774, 1
1775, 1
1776, 1
1777, 0
1778, 0
1779, 1
1780, 0
1781, 1
1782, 1
1783, 1
1784, 1
1785, 1
1786, 1
1787, 1
1788, 0
1789, 1
1790, 0
1791, 1
1792, 0
1793, 1
1794, 0
1795, 1
1796, 1
1797, 1
1798, 1
1799, 0
1800, 0
1801, 0
1802, 1
1803, 1
1804, 1
1805, 1
1806, 0
1807, 0
1808, 0
1809, 0
1810, 1
1811, 1
1812, 0
1813, 1
1814, 0
1815, 0
1816, 0
1817, 1
1818, 0
1819, 1
1820, 0
1821, 1
1822, 0
1823, 0
1824, 0
1825, 1
1826, 1
1827, 0
1828, 1
1829, 0
1830, 1
1831, 1
1832, 1
1833, 1
1834, 0
1835, 1
1836, 1
1837, 0
1838, 1
1839, 0
1840, 0
1841, 1
1842, 1
1843, 1
1844, 1
1845, 1
1846, 0
1847, 1
1848, 0
1849, 1
1850, 0
1851, 1
1852, 1
1853, 1
1854, 1
1855, 1
1856, 1
1857, 1
1858, 0
1859, 1
1860, 0
1861, 0
1862, 0
1863, 0
1864, 1
1865, 0
1866, 0
1867, 0
1868, 1
1869, 1
1870, 1
1871, 1
1872, 1
1873, 1
1874, 1
1875, 0
1876, 1
1877, 0
1878, 1
1879, 0
1880, 0
1881, 1
1882, 1
1883, 0
1884, 1
1885, 1
1886, 0
1887, 0
1888, 0
1889, 1
1890, 1
1891, 1
1892, 0
1893, 1
1894, 1
1895, 1
1896, 1
1897, 1
1898, 0
1899, 1
1900, 0
1901, 1
1902, 1
1903, 1
1904, 1
1905, 1
1906, 1
1907, 0
1908, 1
1909, 1
1910, 1
1911, 0
1912, 0
1913, 1
1914, 0
1915, 0
1916, 1
1917, 1
1918, 0
1919, 0
1920, 1
1921, 0
1922, 1
1923, 0
1924, 1
1925, 1
1926, 1
1927, 0
1928, 0
1929, 1
1930, 0
1931, 0
1932, 1
1933, 1
1934, 0
1935, 0
1936, 0
1937, 0
1938, 0
1939, 0
1940, 0
1941, 1
1942, 0
1943, 1
1944, 1
1945, 1
1946, 1
1947, 0
1948, 1
1949, 0
1950, 1
1951, 1
1952, 1
1953, 0
1954, 1
1955, 1
1956, 1
1957, 1
1958, 1
1959, 1
1960, 0
1961, 1
1962, 1
1963, 1
1964, 0
1965, 0
1966, 0
1967, 1
1968, 0
1969, 0
1970, 0
1971, 1
1972, 0
1973, 0
1974, 1
1975, 0
1976, 1
1977, 1
1978, 0
1979, 1
1980, 1
1981, 1
1982, 0
1983, 0
1984, 1
1985, 0
1986, 0
1987, 0
1988, 0
1989, 1
1990, 1
1991, 1
1992, 1
1993, 0
1994, 0
1995, 1
1996, 1
1997, 0
1998, 1
1999, 1
2000, 0
2001, 1
2002, 0
2003, 0
2004, 1
2005, 1
2006, 0
2007, 0
2008, 0
2009, 0
2010, 1
2011, 1
2012, 1
2013, 1
2014, 0
2015, 0
2016, 0
2017, 0
2018, 1
2019, 0
2020, 0
2021, 0
2022, 0
2023, 0
2024, 1
2025, 0
2026, 0
2027, 1
2028, 1
2029, 1
2030, 0
2031, 0
2032, 0
2033, 0
2034, 1
2035, 1
2036, 0
2037, 1
2038, 1
2039, 0
2040, 1
2041, 1
2042, 1
2043, 0
2044, 0
2045, 0
2046, 0
2047, 1
2048, 1
2049, 0
2050, 1
2051, 0
2052, 1
2053, 0
2054, 1
2055, 0
2056, 0
2057, 1
2058, 1
2059, 0
2060, 0
2061, 0
2062, 1
2063, 0
2064, 1
2065, 0
2066, 0
2067, 0
2068, 1
2069, 0
2070, 0
2071, 1
2072, 1
2073, 1
2074, 1
2075, 1
2076, 1
2077, 0
2078, 0
2079, 0
2080, 0
2081, 1
2082, 1
2083, 1
2084, 0
2085, 1
2086, 1
2087, 1
2088, 1
2089, 0
2090, 1
2091, 1
2092, 1
2093, 1
2094, 1
2095, 1
2096, 1
2097, 1
2098, 1
2099, 1
2100, 1
2101, 1
2102, 1
2103, 1
2104, 1
2105, 1
2106, 1
2107, 1
2108, 0
2109, 1
2110, 1
2111, 0
2112, 0
2113, 0
2114, 0
2115, 1
2116, 1
2117, 1
2118, 1
2119, 1
2120, 1
2121, 1
2122, 0
2123, 1
2124, 0
2125, 1
2126, 0
2127, 1
2128, 1
2129, 1
2130, 1
2131, 1
2132, 1
2133, 1
2134, 1
2135, 0
2136, 1
2137, 0
2138, 1
2139, 0
2140, 1
2141, 1
2142, 0
2143, 1
2144, 1
2145, 1
2146, 1
2147, 1
2148, 1
2149, 1
2150, 1
2151, 1
2152, 1
2153, 1
2154, 1
2155, 0
2156, 1
2157, 1
2158, 1
2159, 1
2160, 1
2161, 1
2162, 1
2163, 1
2164, 1
2165, 1
2166, 1
2167, 0
2168, 1
2169, 1
2170, 0
2171, 1
2172, 0
2173, 1
2174, 0
2175, 0
2176, 0
2177, 0
2178, 1
2179, 0
2180, 0
2181, 0
2182, 1
2183, 1
2184, 0
2185, 0
2186, 1
2187, 1
2188, 0
2189, 1
2190, 1
2191, 1
2192, 1
2193, 1
2194, 1
2195, 0
2196, 1
2197, 0
2198, 1
2199, 0
2200, 1
2201, 1
2202, 1
2203, 1
2204, 1
2205, 0
2206, 0
2207, 0
2208, 0
2209, 0
2210, 0
2211, 0
2212, 1
2213, 1
2214, 1
2215, 0
2216, 1
2217, 0
2218, 1
2219, 0
2220, 1
2221, 1
2222, 0
2223, 0
2224, 0
2225, 0
2226, 0
2227, 0
2228, 1
2229, 0
2230, 0
2231, 1
2232, 0
2233, 0
2234, 0
2235, 1
2236, 0
2237, 1
2238, 1
2239, 1
2240, 1
2241, 1
2242, 1
2243, 1
2244, 0
2245, 0
2246, 0
2247, 1
2248, 1
2249, 0
2250, 0
2251, 1
2252, 0
2253, 0
2254, 1
2255, 0
2256, 0
2257, 0
2258, 1
2259, 0
2260, 0
2261, 1
2262, 0
2263, 1
2264, 1
2265, 1
2266, 0
2267, 1
2268, 0
2269, 1
2270, 1
2271, 0
2272, 0
2273, 0
2274, 1
2275, 1
2276, 1
2277, 1
2278, 1
2279, 0
2280, 0
2281, 0
2282, 0
2283, 1
2284, 0
2285, 1
2286, 0
2287, 0
2288, 0
2289, 1
2290, 1
2291, 0
2292, 1
2293, 0
2294, 0
2295, 1
2296, 1
2297, 0
2298, 1
2299, 1
2300, 1
2301, 0
2302, 1
2303, 1
2304, 1
2305, 1
2306, 0
2307, 0
2308, 1
2309, 1
2310, 1
2311, 0
2312, 0
2313, 1
2314, 1
2315, 1
2316, 0
2317, 1
2318, 1
2319, 1
2320, 1
2321, 1
2322, 1
2323, 0
2324, 0
2325, 0
2326, 0
2327, 1
2328, 1
2329, 0
2330, 1
2331, 1
2332, 1
2333, 0
2334, 0
2335, 0
2336, 0
2337, 0
2338, 1
2339, 1
2340, 1
2341, 0
2342, 0
2343, 1
2344, 0
2345, 1
2346, 1
2347, 1
2348, 1
2349, 1
2350, 0
2351, 0
2352, 0
2353, 0
2354, 1
2355, 0
2356, 0
2357, 0
2358, 1
2359, 1
2360, 1
2361, 1
2362, 1
2363, 1
2364, 1
2365, 1
2366, 1
2367, 1
2368, 1
2369, 1
2370, 1
2371, 1
2372, 1
2373, 0
2374, 1
2375, 1
2376, 0
2377, 1
2378, 1
2379, 1
2380, 0
2381, 0
2382, 1
2383, 0
2384, 1
2385, 1
2386, 1
2387, 0
2388, 1
2389, 1
2390, 0
2391, 1
2392, 1
2393, 1
2394, 1
2395, 1
2396, 0
2397, 1
2398, 0
2399, 1
2400, 1
2401, 0
2402, 0
2403, 1
2404, 1
2405, 1
2406, 1
2407, 1
2408, 1
2409, 0
2410, 1
2411, 0
2412, 1
2413, 0
2414, 1
2415, 1
2416, 1
2417, 0
2418, 1
2419, 1
2420, 1
2421, 1
2422, 0
2423, 1
2424, 1
2425, 0
2426, 0
2427, 1
2428, 1
2429, 1
2430, 1
2431, 1
2432, 0
2433, 1
2434, 1
2435, 0
2436, 0
2437, 1
2438, 1
2439, 1
2440, 1
2441, 0
2442, 1
2443, 1
2444, 1
2445, 1
2446, 1
2447, 1
2448, 1
2449, 1
2450, 0
2451, 0
2452, 1
2453, 0
2454, 0
2455, 1
2456, 1
2457, 0
2458, 1
2459, 1
2460, 1
2461, 1
2462, 1
2463, 1
2464, 1
2465, 0
2466, 1
2467, 1
2468, 0
2469, 1
2470, 0
2471, 0
2472, 1
2473, 1
2474, 0
2475, 1
2476, 1
2477, 1
2478, 1
2479, 1
2480, 1
2481, 0
2482, 0
2483, 0
2484, 1
2485, 1
2486, 0
2487, 1
2488, 1
2489, 1
2490, 0
2491, 0
2492, 0
2493, 0
2494, 1
2495, 1
2496, 1
2497, 1
